provider,name,chosen_solution,replicate,success,duration,total_decisions,unique_decisions
Remaining,argus-uom-8698853219055427700,0,2,true,9,27,27
Remaining,argus-uom-8698853219055427700,0,3,true,9,27,27
Remaining,argus-uom-8698853219055427700,0,4,true,9,27,27
AlphabeticalUnsound,argus-uom-8698853219055427700,0,0,true,0,12,12
AlphabeticalUnsound,argus-uom-8698853219055427700,0,1,true,0,12,12
AlphabeticalUnsound,argus-uom-8698853219055427700,0,2,true,0,12,12
AlphabeticalUnsound,argus-uom-8698853219055427700,0,3,true,0,12,12
AlphabeticalComplete,argus-diesel-8325909996476259911,0,1,true,32,35,35
AlphabeticalUnsound,argus-uom-8698853219055427700,0,4,true,0,12,12
AlphabeticalComplete,argus-uom-8698853219055427700,0,0,true,3,6,6
AlphabeticalUnsound,argus-axum-17497105317668159604,0,4,true,84,162,162
AlphabeticalComplete,argus-uom-8698853219055427700,0,1,true,4,6,6
AlphabeticalComplete,argus-uom-8698853219055427700,0,2,true,4,6,6
AlphabeticalComplete,argus-uom-8698853219055427700,0,3,true,3,6,6
AlphabeticalComplete,argus-uom-8698853219055427700,0,4,true,3,6,6
AlphabeticalComplete,argus-diesel-8325909996476259911,0,2,true,32,35,35
AlphabeticalUnsound,argus-axum-18352723104139980097,0,4,true,103,198,198
AlphabeticalUnsound,argus-axum-6256519327200940257,0,4,true,103,198,198
AlphabeticalComplete,argus-diesel-8325909996476259911,0,3,true,32,35,35
AlphabeticalComplete,argus-axum-18226239923860325739,0,0,true,539,96,96
AlphabeticalComplete,argus-diesel-8325909996476259911,0,4,true,32,35,35
Remaining,argus-bevy-11770160436335055444,0,1,true,293,219,119
Remaining,argus-bevy-4396782807146839494,0,0,true,610,458,111
Remaining,argus-axum-18382130072991789967,0,2,true,683,602,89
AlphabeticalComplete,argus-axum-18352723104139980097,0,0,true,676,135,135
Remaining,argus-axum-18382130072991789967,0,0,true,707,602,89
AlphabeticalComplete,argus-axum-6361058880873831381,0,0,true,395,70,70
AlphabeticalComplete,argus-axum-10310841651143324696,0,0,true,428,82,82
AlphabeticalComplete,argus-axum-16221033744433962440,0,1,true,382,70,70
Remaining,argus-axum-18382130072991789967,0,1,true,703,602,89
Remaining,argus-bevy-11770160436335055444,0,2,true,294,219,119
Remaining,argus-axum-4812161634194520255,0,0,true,920,579,114
AlphabeticalComplete,argus-axum-17497105317668159604,0,0,true,542,100,100
AlphabeticalComplete,argus-axum-18352723104139980097,0,2,true,684,135,135
AlphabeticalUnsound,random-150-3,0,0,true,996,894,894
AlphabeticalComplete,argus-axum-17497105317668159604,0,2,true,551,100,100
Remaining,manual-1,0,0,true,581,602,90
AlphabeticalComplete,argus-axum-18226239923860325739,0,1,true,530,96,96
AlphabeticalComplete,argus-axum-6361058880873831381,0,1,true,396,70,70
AlphabeticalComplete,argus-axum-10310841651143324696,0,2,true,436,82,82
AlphabeticalComplete,argus-axum-16221033744433962440,0,2,true,384,70,70
Remaining,argus-bevy-4396782807146839494,0,1,true,572,458,111
Remaining,argus-bevy-11770160436335055444,0,3,true,297,219,119
AlphabeticalComplete,argus-axum-10310841651143324696,0,1,true,427,82,82
AlphabeticalComplete,argus-axum-6256519327200940257,0,0,true,695,128,128
Remaining,random-20-4,0,0,true,1324,932,118
Remaining,argus-axum-2593152621400048619,0,0,true,1333,894,110
Remaining,argus-diesel-2829387904342691312,0,0,true,1339,1049,118
AlphabeticalComplete,argus-axum-18352723104139980097,0,1,true,680,135,135
Remaining,argus-axum-18382130072991789967,0,3,true,704,602,89
AlphabeticalUnsound,random-150-3,0,2,true,965,894,894
Remaining,argus-bevy-11770160436335055444,0,4,true,296,219,119
AlphabeticalComplete,argus-axum-17497105317668159604,0,1,true,544,100,100
AlphabeticalUnsound,argus-bevy-11770160436335055444,0,0,true,11,60,60
AlphabeticalUnsound,argus-bevy-11770160436335055444,0,1,true,11,60,60
AlphabeticalComplete,argus-axum-6361058880873831381,0,2,true,397,70,70
AlphabeticalUnsound,argus-bevy-11770160436335055444,0,2,true,11,60,60
AlphabeticalUnsound,argus-bevy-11770160436335055444,0,3,true,11,60,60
AlphabeticalUnsound,argus-bevy-11770160436335055444,0,4,true,11,60,60
AlphabeticalComplete,argus-axum-16221033744433962440,0,3,true,384,70,70
AlphabeticalComplete,argus-axum-10310841651143324696,0,3,true,428,82,82
AlphabeticalComplete,argus-axum-18226239923860325739,0,2,true,532,96,96
AlphabeticalComplete,argus-bevy-11770160436335055444,0,0,true,70,43,43
AlphabeticalComplete,argus-axum-17497105317668159604,0,3,true,555,100,100
Remaining,argus-axum-18352723104139980097,0,2,true,1615,415,211
Remaining,manual-1,0,1,true,583,602,90
AlphabeticalComplete,argus-axum-18352723104139980097,0,3,true,685,135,135
Remaining,argus-axum-18352723104139980097,0,0,true,1677,415,211
AlphabeticalComplete,argus-bevy-11770160436335055444,0,1,true,71,43,43
AlphabeticalComplete,argus-bevy-11770160436335055444,0,2,true,70,43,43
Remaining,argus-bevy-4396782807146839494,0,2,true,574,458,111
AlphabeticalComplete,argus-bevy-11770160436335055444,0,3,true,70,43,43
Remaining,argus-axum-4812161634194520255,0,1,true,927,579,114
AlphabeticalComplete,argus-bevy-11770160436335055444,0,4,true,70,43,43
AlphabeticalComplete,argus-axum-6361058880873831381,0,3,true,399,70,70
AlphabeticalComplete,argus-axum-6256519327200940257,0,1,true,697,128,128
AlphabeticalComplete,argus-axum-16221033744433962440,0,4,true,385,70,70
Remaining,argus-axum-7239810653348316180,0,0,true,1927,598,160
AlphabeticalUnsound,random-150-3,0,1,true,1005,894,894
AlphabeticalComplete,argus-axum-10310841651143324696,0,4,true,436,82,82
Remaining,argus-axum-18382130072991789967,0,4,true,707,602,89
AlphabeticalComplete,argus-axum-18226239923860325739,0,3,true,532,96,96
AlphabeticalComplete,argus-axum-17497105317668159604,0,4,true,554,100,100
Remaining,manual-1,0,2,true,585,602,90
AlphabeticalComplete,argus-axum-6361058880873831381,0,4,true,397,70,70
Remaining,argus-bevy-4396782807146839494,0,3,true,576,458,111
AlphabeticalComplete,argus-axum-18352723104139980097,0,4,true,686,135,135
AlphabeticalUnsound,random-150-3,0,3,true,973,894,894
AlphabeticalComplete,argus-axum-6256519327200940257,0,2,true,698,128,128
Remaining,random-20-4,0,1,true,1317,932,118
AlphabeticalComplete,argus-axum-18226239923860325739,0,4,true,533,96,96
Remaining,argus-axum-2593152621400048619,0,1,true,1343,894,110
Remaining,argus-diesel-2829387904342691312,0,1,true,1394,1049,118
Remaining,argus-axum-4812161634194520255,0,2,true,933,579,114
Remaining,manual-1,0,3,true,586,602,90
Remaining,argus-bevy-4396782807146839494,0,4,true,575,458,111
AlphabeticalUnsound,argus-bevy-4396782807146839494,0,0,true,15,90,90
AlphabeticalUnsound,argus-bevy-4396782807146839494,0,1,true,15,90,90
AlphabeticalUnsound,argus-bevy-4396782807146839494,0,2,true,15,90,90
AlphabeticalUnsound,argus-bevy-4396782807146839494,0,3,true,15,90,90
AlphabeticalUnsound,argus-bevy-4396782807146839494,0,4,true,15,90,90
AlphabeticalComplete,argus-bevy-4396782807146839494,0,0,true,96,66,66
AlphabeticalComplete,argus-bevy-4396782807146839494,0,1,true,95,66,66
AlphabeticalComplete,argus-bevy-4396782807146839494,0,2,true,95,66,66
Remaining,argus-axum-18352723104139980097,0,3,true,1655,415,211
AlphabeticalComplete,argus-axum-6256519327200940257,0,3,true,696,128,128
Remaining,argus-axum-18352723104139980097,0,1,true,1687,415,211
AlphabeticalComplete,argus-bevy-4396782807146839494,0,3,true,96,66,66
AlphabeticalUnsound,random-150-3,0,4,true,966,894,894
AlphabeticalUnsound,argus-axum-2593152621400048619,0,0,true,12,54,54
AlphabeticalUnsound,argus-axum-2593152621400048619,0,1,true,12,54,54
Remaining,manual-1,0,4,true,588,602,90
AlphabeticalUnsound,argus-axum-2593152621400048619,0,2,true,12,54,54
AlphabeticalUnsound,manual-1,0,0,true,12,84,84
AlphabeticalUnsound,argus-axum-2593152621400048619,0,3,true,11,54,54
AlphabeticalUnsound,manual-1,0,1,true,12,84,84
AlphabeticalUnsound,argus-axum-2593152621400048619,0,4,true,11,54,54
AlphabeticalUnsound,manual-1,0,2,true,12,84,84
AlphabeticalUnsound,manual-1,0,3,true,12,84,84
AlphabeticalComplete,argus-bevy-4396782807146839494,0,4,true,95,66,66
Remaining,argus-chumsky-10675481925819814948,0,0,true,1,4,4
Remaining,argus-chumsky-10675481925819814948,0,1,true,1,4,4
Remaining,argus-chumsky-10675481925819814948,0,2,true,1,4,4
Remaining,argus-chumsky-10675481925819814948,0,3,true,1,4,4
Remaining,argus-chumsky-10675481925819814948,0,4,true,1,4,4
AlphabeticalUnsound,argus-chumsky-10675481925819814948,0,0,true,0,6,6
AlphabeticalUnsound,argus-chumsky-10675481925819814948,0,1,true,0,6,6
AlphabeticalUnsound,manual-1,0,4,true,12,84,84
AlphabeticalUnsound,argus-chumsky-10675481925819814948,0,2,true,0,6,6
AlphabeticalUnsound,argus-chumsky-10675481925819814948,0,3,true,0,6,6
AlphabeticalUnsound,argus-chumsky-10675481925819814948,0,4,true,0,6,6
AlphabeticalComplete,argus-chumsky-10675481925819814948,0,0,true,0,2,2
AlphabeticalComplete,argus-chumsky-10675481925819814948,0,1,true,0,2,2
AlphabeticalComplete,argus-chumsky-10675481925819814948,0,2,true,0,2,2
AlphabeticalComplete,argus-chumsky-10675481925819814948,0,3,true,0,2,2
AlphabeticalComplete,argus-chumsky-10675481925819814948,0,4,true,0,2,2
AlphabeticalComplete,argus-axum-2593152621400048619,0,0,true,81,42,42
AlphabeticalComplete,manual-1,0,0,true,72,47,47
Remaining,random-30-9,0,0,true,3549,2193,168
AlphabeticalComplete,argus-axum-2593152621400048619,0,1,true,81,42,42
AlphabeticalComplete,manual-1,0,1,true,72,47,47
AlphabeticalComplete,argus-axum-2593152621400048619,0,2,true,81,42,42
AlphabeticalComplete,manual-1,0,2,true,72,47,47
Remaining,argus-axum-4812161634194520255,0,3,true,924,579,114
Remaining,manual-10,0,0,true,1650,1197,129
AlphabeticalComplete,manual-1,0,3,true,72,47,47
AlphabeticalComplete,argus-axum-2593152621400048619,0,3,true,81,42,42
Remaining,argus-axum-7239810653348316180,0,1,true,1892,598,160
AlphabeticalComplete,manual-1,0,4,true,72,47,47
AlphabeticalComplete,argus-axum-2593152621400048619,0,4,true,81,42,42
AlphabeticalUnsound,random-30-2,0,0,true,42,168,168
AlphabeticalUnsound,random-30-2,0,1,true,42,168,168
Remaining,argus-axum-2355552700190003252,0,0,true,3953,783,211
AlphabeticalUnsound,random-30-2,0,2,true,42,168,168
Remaining,random-20-4,0,2,true,1320,932,118
AlphabeticalUnsound,random-30-2,0,3,true,42,168,168
AlphabeticalComplete,argus-axum-6256519327200940257,0,4,true,697,128,128
Remaining,argus-axum-2593152621400048619,0,2,true,1341,894,110
AlphabeticalUnsound,random-30-2,0,4,true,42,168,168
Remaining,argus-diesel-2829387904342691312,0,2,true,1402,1049,118
AlphabeticalComplete,random-30-2,0,0,true,269,105,105
Remaining,argus-hello-server-10345094108195090742,0,0,true,4017,1665,152
AlphabeticalComplete,random-30-2,0,1,true,266,105,105
Remaining,argus-axum-4812161634194520255,0,4,true,929,579,114
AlphabeticalUnsound,argus-axum-4812161634194520255,0,0,true,6,30,30
AlphabeticalUnsound,argus-axum-4812161634194520255,0,1,true,6,30,30
AlphabeticalUnsound,argus-axum-4812161634194520255,0,2,true,6,30,30
AlphabeticalUnsound,argus-axum-4812161634194520255,0,3,true,6,30,30
AlphabeticalUnsound,argus-axum-4812161634194520255,0,4,true,6,30,30
AlphabeticalComplete,argus-axum-4812161634194520255,0,0,true,42,22,22
AlphabeticalComplete,argus-axum-4812161634194520255,0,1,true,42,22,22
AlphabeticalComplete,argus-axum-4812161634194520255,0,2,true,42,22,22
AlphabeticalComplete,argus-axum-4812161634194520255,0,3,true,41,22,22
AlphabeticalComplete,random-30-2,0,2,true,276,105,105
AlphabeticalComplete,argus-axum-4812161634194520255,0,4,true,42,22,22
Remaining,argus-axum-18352723104139980097,0,4,true,1668,415,211
Remaining,random-30-2,0,0,true,5049,2557,202
AlphabeticalComplete,random-30-2,0,3,true,273,105,105
Remaining,random-20-4,0,3,true,1321,932,118
Remaining,argus-axum-2593152621400048619,0,3,true,1352,894,110
Remaining,manual-10,0,1,true,1655,1197,129
AlphabeticalComplete,random-30-2,0,4,true,271,105,105
AlphabeticalUnsound,argus-axum-12393876099641280534,0,0,true,52,96,96
AlphabeticalUnsound,argus-axum-12393876099641280534,0,1,true,52,96,96
Remaining,argus-diesel-2829387904342691312,0,3,true,1412,1049,118
Remaining,argus-chumsky-11676463297315425816,0,0,true,5339,2182,183
AlphabeticalUnsound,argus-axum-12393876099641280534,0,2,true,52,96,96
AlphabeticalUnsound,argus-axum-12393876099641280534,0,3,true,52,96,96
AlphabeticalUnsound,argus-axum-12393876099641280534,0,4,true,52,96,96
Remaining,argus-axum-7239810653348316180,0,2,true,1897,598,160
Remaining,random-30-5,0,0,true,3570,2289,184
